111,UNABLE TO DETERMINE,25.392602485886563
111,FOLLOWING TOO CLOSELY,12.437251817023576
111,IMPROPER OVERTAKING/PASSING,11.677048889879691
111,FAILING TO YIELD RIGHT-OF-WAY,11.017441067551374
111,IMPROPER LANE USAGE,10.144009368417464
111,IMPROPER TURNING/NO SIGNAL,5.986089009982563
111,NOT APPLICABLE,5.7585484213265357
111,IMPROPER BACKING,5.0384819908460754
111,DISREGARDING TRAFFIC SIGNALS,4.606972905462758
111,FAILING TO REDUCE SPEED TO AVOID CRASH,2.2112137548555313
111,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1.5194362288264918
111,EXCEEDING SAFE SPEED FOR CONDITIONS,0.76186298300597355
111,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,0.68177293559792695
111,WEATHER,0.51525708383949087
111,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),0.43559145161652035
111,DISREGARDING OTHER TRAFFIC SIGNS,0.38839043723569172
111,EXCEEDING AUTHORIZED SPEED LIMIT,0.2979627967128578
111,DISTRACTION - FROM INSIDE VEHICLE,0.20818532156043823
111,EQUIPMENT - VEHICLE CONDITION,0.1728153338986351
111,DISREGARDING STOP SIGN,0.12545108290816187
111,TEXTING,0.11387252881205365
111,DRIVING ON WRONG SIDE/WRONG WAY,0.11380759691621721
111,CELL PHONE USE OTHER THAN TEXTING,9.9079785414037974E-2
111,TURNING RIGHT ON RED,9.4000103953909689E-2
111,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,7.8878348100454646E-2
111,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,3.4117781491817739E-2
111,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2.6384598254909724E-2
111,DISREGARDING ROAD MARKINGS,2.5918708879383082E-2
111,DISTRACTION - FROM OUTSIDE VEHICLE,2.0073387262017628E-2
111,ROAD CONSTRUCTION/MAINTENANCE,1.7481794480895752E-2
111,DISREGARDING YIELD SIGN,0
111,PHYSICAL CONDITION OF DRIVER,0
112,UNABLE TO DETERMINE,26.315196444078836
112,IMPROPER LANE USAGE,14.102800648121775
112,FOLLOWING TOO CLOSELY,12.309764985876676
112,FAILING TO YIELD RIGHT-OF-WAY,10.736050679040195
112,IMPROPER OVERTAKING/PASSING,9.8835172008823697
112,NOT APPLICABLE,5.5280731071859224
112,IMPROPER TURNING/NO SIGNAL,5.2785007629356331
112,IMPROPER BACKING,3.8122721357317499
112,DISREGARDING TRAFFIC SIGNALS,3.2232650191475041
112,FAILING TO REDUCE SPEED TO AVOID CRASH,3.2057881389992735
112,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1.3568171855943159
112,WEATHER,0.67069045244647818
112,EXCEEDING SAFE SPEED FOR CONDITIONS,0.59629583899496674
112,DISTRACTION - FROM OUTSIDE VEHICLE,0.55683306385594
112,DISREGARDING OTHER TRAFFIC SIGNS,0.3445557477907446
112,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,0.34361984770561654
112,TEXTING,0.30595973417199873
112,ROAD CONSTRUCTION/MAINTENANCE,0.27372463714985068
112,DISTRACTION - FROM INSIDE VEHICLE,0.19644660828291474
112,DISREGARDING ROAD MARKINGS,0.18617868824986042
112,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),0.18043833243042862
112,DRIVING ON WRONG SIDE/WRONG WAY,0.17769150783823909
112,PHYSICAL CONDITION OF DRIVER,0.13033783025173756
112,EQUIPMENT - VEHICLE CONDITION,0.13028707242730087
112,EXCEEDING AUTHORIZED SPEED LIMIT,7.3188061179603081E-2
112,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,4.4391680290055496E-2
112,DISREGARDING STOP SIGN,0.03731458934002721
112,BICYCLE ADVANCING LEGALLY ON RED LIGHT,0
112,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,0
112,TURNING RIGHT ON RED,0
113,UNABLE TO DETERMINE,25.586608393783024
113,FOLLOWING TOO CLOSELY,12.315352712814265
113,FAILING TO YIELD RIGHT-OF-WAY,12.116872037488289
113,IMPROPER LANE USAGE,11.506200302991642
113,IMPROPER OVERTAKING/PASSING,9.8650658741343218
113,IMPROPER TURNING/NO SIGNAL,6.6007467785937743
113,NOT APPLICABLE,4.4862477474166278
113,DISREGARDING TRAFFIC SIGNALS,4.2669245425738422
113,FAILING TO REDUCE SPEED TO AVOID CRASH,3.0989411292686313
113,IMPROPER BACKING,2.9817976347122217
113,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2.323141651504478
113,WEATHER,1.1177125151266225
113,EXCEEDING AUTHORIZED SPEED LIMIT,0.98620337894017274
113,DISREGARDING OTHER TRAFFIC SIGNS,0.42239886177443231
113,DISTRACTION - FROM INSIDE VEHICLE,0.35005874321483499
113,TURNING RIGHT ON RED,0.3456858220642533
113,DISTRACTION - FROM OUTSIDE VEHICLE,0.3231664993466476
113,EXCEEDING SAFE SPEED FOR CONDITIONS,0.30243038937453431
113,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,0.26032987043221056
113,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,0.17908963861555052
113,PHYSICAL CONDITION OF DRIVER,0.17636460043816193
113,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),0.1626803429655192
113,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,0.13173618116354868
113,DISREGARDING ROAD MARKINGS,9.4244351262405601E-2
113,ROAD CONSTRUCTION/MAINTENANCE,0
114,UNABLE TO DETERMINE,24.376150534779804
114,FOLLOWING TOO CLOSELY,16.223750991542619
114,IMPROPER LANE USAGE,9.4367861455415518
114,FAILING TO YIELD RIGHT-OF-WAY,9.1648236305988426
114,IMPROPER OVERTAKING/PASSING,8.6703678777276565
114,IMPROPER TURNING/NO SIGNAL,5.8636889123119653
114,FAILING TO REDUCE SPEED TO AVOID CRASH,5.7269030449469911
114,NOT APPLICABLE,4.6284978854089207
114,DISREGARDING TRAFFIC SIGNALS,3.8820653509973049
114,IMPROPER BACKING,1.9949448685807072
114,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1.7552433442066515
114,WEATHER,1.0859257188870943
114,DISTRACTION - FROM INSIDE VEHICLE,0.84552152025814586
114,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,0.83249394789796749
114,EXCEEDING AUTHORIZED SPEED LIMIT,0.80291835520745347
114,EXCEEDING SAFE SPEED FOR CONDITIONS,0.79246186086922998
114,DISREGARDING OTHER TRAFFIC SIGNS,0.57285986940838518
114,EQUIPMENT - VEHICLE CONDITION,0.48244290582533489
114,PHYSICAL CONDITION OF DRIVER,0.42981003362826015
114,DRIVING ON WRONG SIDE/WRONG WAY,0.3312685550765993
114,DISREGARDING STOP SIGN,0.3283583680410827
114,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,0.3266098518246176
114,TURNING RIGHT ON RED,0.32325315651146252
